Date,Time,Sender,Receiver,Amount,Payment Type,Sender Bank Location,Receiver Bank Location,Payment Currency,Receiver Currency,Is Suspicious,Type
2023-06-09,00:00:00,ACC01013564,ACC01013566,383.27,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-08,00:00:00,ACC01014905,ACC01014910,7427.97,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-28,19:33:00,ACC01003739,ACC01003740,879.04,ACH,United Kingdom,Germany,GBP,EUR,0,Single Transaction
2023-06-10,00:00:00,ACC01015580,ACC01015582,8301.46,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-07-30,00:00:00,ACC01010979,ACC01010980,6748.2341258341585,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-01-31,13:00:00,ACC01011155,ACC01011156,5898.152840668771,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-04-08,00:00:00,ACC01012124,ACC01012126,720.25,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-31,16:00:00,ACC01010371,ACC01010372,620.5146397181205,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-03-19,00:00:00,ACC01012772,ACC01012773,8227.26,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-01-20,14:13:00,ACC01004701,ACC01004702,2390.47,Credit Card,Australia,United Kingdom,AUD,GBP,0,Single Transaction
2023-01-01,14:00:00,ACC01010449,ACC01010450,9628.164776581842,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-06-02,00:00:00,ACC01012889,ACC01012890,4877.09,ACH,Italy,Italy,EUR,EUR,0,Normal Group
2023-11-05,00:00:00,ACC01011593,ACC01011595,6457.78,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-07,12:02:00,ACC01008175,ACC01008176,1691.45,Credit Card,Japan,France,JPY,EUR,0,Single Transaction
2023-12-04,00:00:00,ACC01013123,ACC01013124,6770.4,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-01,00:00:00,ACC01012556,ACC01012558,7360.26,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-07-13,19:05:00,ACC01002827,ACC01002828,1598.34,Debit Card,Japan,United Kingdom,JPY,GBP,0,Single Transaction
2023-03-06,05:06:00,ACC01009023,ACC01009024,4765.7,Credit Card,Australia,United States,AUD,USD,0,Single Transaction
2023-05-01,01:00:00,ACC01010337,ACC01010338,4953.874228274096,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-07-08,00:00:00,ACC01015697,ACC01015701,6787.49,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-02-21,00:00:00,ACC01015652,ACC01015656,956.28,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-09-28,07:00:00,ACC01011227,ACC01011228,2794.9686487237036,Debit Card,France,France,EUR,EUR,0,Periodical
2023-01-01,01:00:00,ACC01011397,ACC01011398,3926.4708148749037,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-09-05,00:00:00,ACC01012583,ACC01012584,3854.26,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-17,00:00:00,ACC01012664,ACC01012667,8626.42,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-17,00:00:00,ACC01014392,ACC01014394,1941.46,Cash,United States,United States,USD,USD,0,Normal Group
2023-01-01,20:00:00,ACC01011353,ACC01011354,7234.803891966456,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-04-14,00:00:00,ACC01014257,ACC01014260,7455.8,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-04-01,21:00:00,ACC01010391,ACC01010392,2133.262980586738,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-03-02,20:00:00,ACC01010189,ACC01010190,1625.5605037118762,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-08-23,00:00:00,ACC01012574,ACC01012579,5081.01,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-12-25,00:00:00,ACC01011611,ACC01011614,8157.03,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-01,18:00:00,ACC01010633,ACC01010634,3067.1246140174308,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-06-14,00:00:00,ACC01012106,ACC01012107,1390.6,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-04,11:09:00,ACC01002257,ACC01002258,1082.41,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Single Transaction
2023-08-09,00:00:00,ACC01012988,ACC01012991,3358.49,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-07-07,00:00:00,ACC01014194,ACC01014202,8026.22,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-26,00:00:00,ACC01015274,ACC01015275,1970.84,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-03-14,00:00:00,ACC01013339,ACC01013344,4044.28,Cash,Canada,Canada,CAD,CAD,0,Normal Group
2023-11-22,00:00:00,ACC01012061,ACC01012063,6265.93,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-04-01,22:00:00,ACC01009809,ACC01009810,4560.830872078805,ACH,United States,United States,USD,USD,0,Periodical
2023-08-26,23:09:00,ACC01007997,ACC01007998,4428.76,ACH,Netherlands,Germany,EUR,EUR,0,Single Transaction
2023-08-30,00:00:00,ACC01015679,ACC01015682,6649.07,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-31,13:00:00,ACC01011143,ACC01011144,3495.5626599523757,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-03-04,00:00:00,ACC01013303,ACC01013305,8147.67,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-11,00:00:00,ACC01013546,ACC01013552,5852.83,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-09,00:00:00,ACC01013546,ACC01013548,2343.8,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-25,00:00:00,ACC01015085,ACC01015086,6230.25,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-11-08,00:00:00,ACC01014293,ACC01014294,8123.67,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-04-01,17:00:00,ACC01009977,ACC01009978,8826.3340908243,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-03-02,20:00:00,ACC01010585,ACC01010586,8133.327115994882,ACH,United States,United States,USD,USD,0,Periodical
2023-11-12,02:20:00,ACC01000449,ACC01000450,3755.0,Debit Card,France,Spain,EUR,EUR,0,Single Transaction
2023-08-16,00:00:00,ACC01012493,ACC01012495,4690.03,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-05-01,03:00:00,ACC01011529,ACC01011530,10230.584061168573,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-01-31,08:00:00,ACC01011331,ACC01011332,8328.967404565536,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-08-03,00:00:00,ACC01014059,ACC01014060,1980.86,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-03-28,00:00:00,ACC01014140,ACC01014142,5894.58,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-11-05,16:13:00,ACC01007081,ACC01007082,2119.57,Cash,Germany,United States,EUR,USD,0,Single Transaction
2023-04-30,00:00:00,ACC01014329,ACC01014331,2497.36,ACH,United States,United States,USD,USD,0,Normal Group
2023-02-16,00:00:00,ACC01011809,ACC01011810,8246.53,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-01,10:00:00,ACC01011309,ACC01011310,672.8827071141519,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-07-01,00:00:00,ACC01014212,ACC01014215,3008.42,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-02,21:00:00,ACC01011339,ACC01011340,4833.638526375189,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-03-23,00:00:00,ACC01015652,ACC01015656,9212.87,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-04-09,00:00:00,ACC01013420,ACC01013421,9789.93,Credit Card,France,France,EUR,EUR,0,Normal Group
2023-08-16,14:45:00,ACC01002699,ACC01002700,1678.66,Cheque,Spain,Spain,EUR,EUR,0,Single Transaction
2023-10-02,11:51:00,ACC01008181,ACC01008182,2016.02,Debit Card,Canada,Italy,CAD,EUR,0,Single Transaction
2023-05-05,00:00:00,ACC01012889,ACC01012890,4449.55,ACH,Italy,Italy,EUR,EUR,0,Normal Group
2023-07-30,16:00:00,ACC01010423,ACC01010424,3525.043074329959,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-07-30,00:00:00,ACC01009961,ACC01009962,5667.386593636189,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-08-01,00:00:00,ACC01015382,ACC01015384,9454.41,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-31,04:00:00,ACC01011439,ACC01011440,7690.476024790401,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-05-31,15:00:00,ACC01010775,ACC01010776,9195.318220292767,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-03-02,09:00:00,ACC01010029,ACC01010030,6619.712349093857,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2024-01-12,00:00:00,ACC01011953,ACC01011955,6105.64,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-06-30,19:00:00,ACC01010059,ACC01010060,6816.812782228143,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-09-19,01:20:00,ACC01006601,ACC01006602,669.49,Debit Card,Germany,Germany,EUR,EUR,0,Single Transaction
2023-03-02,18:00:00,ACC01010887,ACC01010888,533.2352048160649,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-08-29,23:00:00,ACC01010267,ACC01010268,3533.192868433966,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-12-22,23:11:00,ACC01004503,ACC01004504,4094.78,Cross-border,United States,Spain,USD,EUR,0,Single Transaction
2023-06-30,22:00:00,ACC01010141,ACC01010142,8319.122288188666,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-08-27,00:00:00,ACC01014077,ACC01014080,9202.85,Credit Card,France,France,EUR,EUR,0,Normal Group
2023-05-31,00:00:00,ACC01011764,ACC01011772,996.63,Cheque,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-05-08,00:00:00,ACC01013609,ACC01013611,4135.24,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-05-31,00:00:00,ACC01014536,ACC01014539,8087.89,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-02-12,00:00:00,ACC01015706,ACC01015709,5068.13,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-31,01:00:00,ACC01010233,ACC01010234,6268.545918335624,Debit Card,United States,United States,USD,USD,0,Periodical
2023-12-03,00:00:00,ACC01014806,ACC01014808,2495.91,Cheque,France,France,EUR,EUR,0,Normal Group
2023-07-30,06:00:00,ACC01010511,ACC01010512,3817.2261602819376,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-01-01,20:00:00,ACC01011519,ACC01011520,2388.119693546121,ACH,Australia,Australia,AUD,AUD,0,Periodical
2024-01-10,00:00:00,ACC01014005,ACC01014010,4527.07,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-02-04,22:13:00,ACC01003411,ACC01003412,4643.7,Cash,Spain,Germany,EUR,EUR,0,Single Transaction
2023-01-10,00:00:00,ACC01012241,ACC01012249,6141.67,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-30,14:00:00,ACC01010005,ACC01010006,8567.105607237454,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-08-27,00:00:00,ACC01015535,ACC01015537,2362.83,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-10-09,00:00:00,ACC01011944,ACC01011949,2810.05,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-09-05,00:00:00,ACC01013762,ACC01013763,7805.53,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-03-25,00:00:00,ACC01015265,ACC01015271,9192.25,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-08-28,02:18:00,ACC01002009,ACC01002010,601.28,Cash,United States,Australia,USD,AUD,0,Single Transaction
2023-04-03,00:00:00,ACC01012835,ACC01012836,4876.37,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-20,00:00:00,ACC01012745,ACC01012748,8062.63,Cash,France,France,EUR,EUR,0,Normal Group
2023-12-12,00:00:00,ACC01014716,ACC01014717,6134.43,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-19,00:00:00,ACC01012052,ACC01012059,6843.26,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-08-29,05:00:00,ACC01010601,ACC01010602,4779.541940372812,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-08-29,03:00:00,ACC01010461,ACC01010462,5095.637777504921,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-10-15,00:00:00,ACC01012421,ACC01012425,2937.92,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-23,00:00:00,ACC01012646,ACC01012649,8798.55,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-20,00:00:00,ACC01015364,ACC01015367,3059.97,Debit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-04-18,00:00:00,ACC01013276,ACC01013278,393.67,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-01,11:00:00,ACC01011209,ACC01011210,1613.0299015936666,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-04-01,19:00:00,ACC01010465,ACC01010466,1731.660209709182,Debit Card,France,France,EUR,EUR,0,Periodical
2023-02-20,17:37:00,ACC01003447,ACC01003448,257.81,Cross-border,Canada,Netherlands,CAD,EUR,0,Single Transaction
2023-10-31,00:00:00,ACC01011593,ACC01011598,4345.35,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-01,05:00:00,ACC01010205,ACC01010206,2274.4989401861762,Debit Card,France,France,EUR,EUR,0,Periodical
2023-06-30,19:00:00,ACC01011077,ACC01011078,334.2290145515951,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-04-17,00:00:00,ACC01015742,ACC01015744,3469.71,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-03-02,01:00:00,ACC01010449,ACC01010450,9247.298627452692,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-04-01,06:00:00,ACC01010527,ACC01010528,5722.953966011804,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-11-08,00:00:00,ACC01015193,ACC01015196,6557.36,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-19,00:00:00,ACC01012817,ACC01012818,7759.87,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-05-09,00:00:00,ACC01013501,ACC01013504,7158.12,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-23,00:00:00,ACC01012907,ACC01012908,308.14,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-02-08,00:00:00,ACC01012349,ACC01012353,6533.25,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-11,00:00:00,ACC01013843,ACC01013845,8009.04,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-04-01,05:00:00,ACC01011299,ACC01011300,6526.945541161426,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-07-26,19:21:00,ACC01007745,ACC01007746,1718.11,Debit Card,United Kingdom,Germany,GBP,EUR,0,Single Transaction
2023-04-01,05:00:00,ACC01011471,ACC01011472,424.9239353372524,Debit Card,France,France,EUR,EUR,0,Periodical
2023-01-01,10:00:00,ACC01011523,ACC01011524,2911.3850631193673,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-05-31,00:00:00,ACC01010921,ACC01010922,180.61223326398715,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-10-07,00:00:00,ACC01013996,ACC01014004,7478.87,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-07-31,15:07:00,ACC01003433,ACC01003434,995.8,Cash,France,United States,EUR,USD,0,Single Transaction
2023-03-02,17:00:00,ACC01009801,ACC01009802,4324.417193552068,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-07-06,00:00:00,ACC01012853,ACC01012855,1617.05,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-06-01,08:30:00,ACC01004521,ACC01004522,3200.48,Cash,Netherlands,United States,EUR,USD,0,Single Transaction
2023-06-30,00:00:00,ACC01012925,ACC01012927,4922.73,Cash,France,France,EUR,EUR,0,Normal Group
2024-01-23,00:00:00,ACC01015094,ACC01015102,1419.94,Cheque,Spain,Spain,EUR,EUR,0,Normal Group
2023-11-04,06:17:00,ACC01006963,ACC01006964,4171.24,Cash,Japan,Spain,JPY,EUR,0,Single Transaction
2023-12-15,00:00:00,ACC01015346,ACC01015347,4187.63,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-02,19:00:00,ACC01011159,ACC01011160,1615.854730736081,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-12-26,02:22:00,ACC01004245,ACC01004246,3224.62,Cross-border,Germany,Netherlands,EUR,EUR,0,Single Transaction
2023-12-05,00:00:00,ACC01013861,ACC01013867,9515.75,Cheque,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-22,02:22:00,ACC01008295,ACC01008296,753.99,Credit Card,Japan,United Kingdom,JPY,GBP,0,Single Transaction
2023-03-30,00:00:00,ACC01012592,ACC01012598,1465.16,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-12-03,03:44:00,ACC01006589,ACC01006590,2141.39,Cheque,Germany,Japan,EUR,JPY,0,Single Transaction
2023-01-03,00:00:00,ACC01015247,ACC01015252,1514.1,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-05-14,00:00:00,ACC01012142,ACC01012147,2277.24,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-07-25,00:00:00,ACC01014779,ACC01014780,7324.02,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-01,23:00:00,ACC01011301,ACC01011302,7969.0466572713385,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-12-09,00:00:00,ACC01015067,ACC01015068,3738.42,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-21,00:00:00,ACC01013483,ACC01013486,4390.0,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-09,11:05:00,ACC01007217,ACC01007218,1618.26,Cheque,Netherlands,Spain,EUR,EUR,0,Single Transaction
2023-05-31,21:00:00,ACC01011345,ACC01011346,6499.4263741427585,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-01-23,15:44:00,ACC01004925,ACC01004926,4513.64,Debit Card,Spain,Netherlands,EUR,EUR,0,Single Transaction
2023-05-25,00:00:00,ACC01014095,ACC01014097,5528.09,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-02-22,00:00:00,ACC01011863,ACC01011865,9489.95,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-07-30,12:00:00,ACC01010659,ACC01010660,1104.5523041630363,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-03-02,10:00:00,ACC01011461,ACC01011462,2491.2723113592247,ACH,United States,United States,USD,USD,0,Periodical
2023-08-29,16:00:00,ACC01011289,ACC01011290,8450.536563337562,ACH,United States,United States,USD,USD,0,Periodical
2023-02-08,00:00:00,ACC01014923,ACC01014925,3804.32,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-06-30,00:00:00,ACC01015337,ACC01015338,7736.24,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-01,09:00:00,ACC01009873,ACC01009874,5239.462148626999,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-03-02,03:00:00,ACC01010755,ACC01010756,5165.727933866909,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-05-01,17:00:00,ACC01010235,ACC01010236,1730.2789140888299,Debit Card,United States,United States,USD,USD,0,Periodical
2023-08-29,01:00:00,ACC01011209,ACC01011210,1509.48072483911,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-06-28,00:00:00,ACC01012448,ACC01012450,273.21,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-11-12,13:53:00,ACC01005263,ACC01005264,1640.18,Cheque,United Kingdom,Japan,GBP,JPY,0,Single Transaction
2023-01-31,04:00:00,ACC01010773,ACC01010774,9370.708627456474,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-08-01,20:17:00,ACC01001151,ACC01001152,1213.6,Cash,Japan,Canada,JPY,CAD,0,Single Transaction
2023-05-11,10:56:00,ACC01004987,ACC01004988,212.52,Debit Card,France,United States,EUR,USD,0,Single Transaction
2023-04-05,08:36:00,ACC01006255,ACC01006256,2061.13,Cheque,Italy,United Kingdom,EUR,GBP,0,Single Transaction
2023-05-09,00:00:00,ACC01014788,ACC01014795,7835.7,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-07-30,08:00:00,ACC01011187,ACC01011188,5400.648487802117,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-10-17,00:00:00,ACC01012259,ACC01012260,4921.46,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-07-01,00:00:00,ACC01014392,ACC01014394,2293.36,Cash,United States,United States,USD,USD,0,Normal Group
2023-12-10,00:00:00,ACC01013105,ACC01013107,4730.03,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-31,00:00:00,ACC01013744,ACC01013745,7937.08,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-03-07,00:00:00,ACC01015652,ACC01015653,8623.37,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-08-10,00:00:00,ACC01015616,ACC01015621,6120.38,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-25,00:00:00,ACC01013573,ACC01013579,691.46,ACH,France,France,EUR,EUR,0,Normal Group
2023-01-22,00:00:00,ACC01012016,ACC01012017,3563.71,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-11-05,00:00:00,ACC01013771,ACC01013774,2423.93,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-06-30,03:00:00,ACC01010587,ACC01010588,4701.414804425238,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-09-23,11:37:00,ACC01003413,ACC01003414,1332.76,Cross-border,Japan,France,JPY,EUR,0,Single Transaction
2023-12-30,00:00:00,ACC01013735,ACC01013742,2102.68,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-18,00:00:00,ACC01014986,ACC01014988,1158.0,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-01-01,01:38:00,ACC01005611,ACC01005612,1282.89,ACH,Netherlands,France,EUR,EUR,0,Single Transaction
2023-08-11,01:59:00,ACC01000751,ACC01000752,3162.75,ACH,Spain,Japan,EUR,JPY,0,Single Transaction
2023-04-01,18:00:00,ACC01009933,ACC01009934,613.8250501658358,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-03-01,00:00:00,ACC01014275,ACC01014281,7022.52,Cheque,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-01,18:00:00,ACC01011271,ACC01011272,6823.90443548243,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-07-30,03:00:00,ACC01010551,ACC01010552,2669.2910024061366,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-11-08,00:00:00,ACC01011854,ACC01011857,6269.82,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-04-01,09:25:00,ACC01000263,ACC01000264,2796.44,Cheque,Canada,Netherlands,CAD,EUR,0,Single Transaction
2023-05-01,01:00:00,ACC01010191,ACC01010192,6896.970423340925,Debit Card,United States,United States,USD,USD,0,Periodical
2023-01-01,02:00:00,ACC01009995,ACC01009996,8278.487992278275,Debit Card,United States,United States,USD,USD,0,Periodical
2023-05-01,11:00:00,ACC01011379,ACC01011380,8792.813206544419,ACH,France,France,EUR,EUR,0,Periodical
2023-06-30,08:00:00,ACC01010913,ACC01010914,3823.8745411668474,Debit Card,France,France,EUR,EUR,0,Periodical
2023-08-19,00:00:00,ACC01013177,ACC01013180,5918.9,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-12-16,00:00:00,ACC01014743,ACC01014746,2828.72,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-28,21:28:00,ACC01005307,ACC01005308,3243.68,Cash,Germany,United Kingdom,EUR,GBP,0,Single Transaction
2023-05-01,21:00:00,ACC01010081,ACC01010082,3091.9685664607673,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
